IdCategoria;IdFabricante;Referencia;PartNumber;UpcCode;Peso;Fotografia;Oferta;FechaInicioOferta;FechaFinOferta;Nombre;Resumen;Descripcion;InfoGeneral;EspecificacionesAmpliadas;Accesorios;Stock;FechaStock;Tasas;Coste;DesCategoria;DesFabricante;
281;15279;PHYRO BITF6;PHYRO BITF6;;0,000;/PHYRO BITF6.JPG;0;;;ORDENADOR PHYRO BITFENIX DAWN TG AMD;;;;;;0;;5,33;1400,41;Ordenadores;Speedler;
281;15279;PHYRO ECO1;PHYRO ECO1;;0,000;/PHYRO ECO1.JPG;0;;;ORDENADOR PHYRO ECO 1;;;;;;0;;5,33;194,62;Ordenadores;Speedler;
281;15279;PHYRO ECO2;PHYRO ECO2;;0,000;/PHYRO ECO2.JPG;0;;;ORDENADOR PHYRO ECO 2;;;;;;0;;5,33;239,62;Ordenadores;Speedler;
281;15279;PHYRO ECO3;PHYRO ECO3;;0,000;/PHYRO ECO3.JPG;0;;;ORDENADOR PHYRO ECO 3;;;;;;0;;5,33;290,62;Ordenadores;Speedler;
281;15279;PHYRO GAMING1;PHYRO GAMING1;;0,000;/PHYRO GAMING1.JPG;0;;;ORDENADOR PHYRO GAMING 1;;;;;;0;;5,33;461,57;Ordenadores;Speedler;
281;15279;PHYRO GAMING2;PHYRO GAMING2;;0,000;/PHYRO GAMING2.JPG;0;;;ORDENADOR PHYRO GAMING 2;;;;;;0;;5,33;505,37;Ordenadores;Speedler;
281;15279;PHYRO GAMING3;PHYRO GAMING3;;0,000;/PHYRO GAMING3.JPG;0;;;ORDENADOR PHYRO GAMING 3;;;;;;0;;5,33;843,39;Ordenadores;Speedler;
281;15279;PHYRO GAMING4;PHYRO GAMING4;;0,000;/PHYRO GAMING4.JPG;0;;;ORDENADOR PHYRO GAMING 4;;;;;;0;;5,33;772,31;Ordenadores;Speedler;
281;15279;PHYRO GAMING5;PHYRO GAMING5;;0,000;/PHYRO GAMING5.JPG;0;;;ORDENADOR PHYRO GAMING 5;;;;;;0;;5,33;1786,63;Ordenadores;Speedler;
281;15279;PHYRO GAMING6;PHYRO GAMING6;;0,000;/PHYRO GAMING6.JPG;0;;;ORDENADOR PHYRO GAMING 6;;;;;;0;;5,33;1762,08;Ordenadores;Speedler;
281;15279;PHYRO GAMING7;PHYRO GAMING7;;0,000;/PHYRO GAMING7.JPG;0;;;ORDENADOR PHYRO GAMING 7;;;;;;0;;5,33;2743,99;Ordenadores;Speedler;
281;15279;PHYRO GAMING8;PHYRO GAMING8;;0,000;/PHYRO GAMING8.JPG;0;;;ORDENADOR PHYRO GAMING 8;;;;;;0;;5,33;2727,63;Ordenadores;Speedler;
281;15279;PHYRO OFFICE1;PHYRO OFFICE1;;0,000;/PHYRO OFFICE1.JPG;0;;;ORDENADOR PHYRO OFFICE 1;;;;;;0;;5,33;181,41;Ordenadores;Speedler;
281;15279;PHYRO OFFICE2;PHYRO OFFICE2;;0,000;/PHYRO OFFICE2.JPG;0;;;ORDENADOR PHYRO OFFICE 2;;;;;;0;;5,33;187,19;Ordenadores;Speedler;
281;15279;PHYRO OFFICE3;PHYRO OFFICE3;;0,000;/PHYRO OFFICE3.JPG;0;;;ORDENADOR PHYRO OFFICE 3;;;;;;0;;5,33;340,91;Ordenadores;Speedler;
281;15279;PHYRO OFFICE4;PHYRO OFFICE4;;0,000;/PHYRO OFFICE4.JPG;0;;;;;;;;;0;;5,33;388,02;Ordenadores;Speedler;
281;15279;PHYRO PRO1;PHYRO PRO1;;0,000;/PHYRO PRO1.JPG;0;;;ORDENADOR PHYRO PRO 1;;;;;;0;;5,33;298,76;Ordenadores;Speedler;
281;15279;PHYRO PRO2;PHYRO PRO2;;0,000;/PHYRO PRO2.JPG;0;;;ORDENADOR PHYRO PRO 2;;;;;;0;;5,33;262,61;Ordenadores;Speedler;
281;15279;PHYRO PRO3;PHYRO PRO3;;0,000;/PHYRO PRO3.JPG;0;;;ORDENADOR PHYRO PRO 3;;;;;;0;;5,33;534,62;Ordenadores;Speedler;
